"Item Code","Item Description","Part No.","Part Description","Model","Unit Of Measurement","Spare Part Type","Location","Specify","Part Category","Is Expiry date Required","Min Nos","Max Nos","Minimum Price Per Nos (RM)","Maximum Price Per Nos (RM)","Brand","Status","Expiry Age (In Month)","Current Stock Level"
"BP0003","Bulbs/ Lamps","01-1502-0101-004","Bulb WELCH ALLYN 03400","Welch Allyn","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","50"," [$200Wed, 21 Feb 1900 00:00:00 +0000] * #,##0.00 "," [$200Wed, 28 Feb 1900 19:12:00 +0000] * #,##0.00 ","Welch Allyn","Active","0","15"
"BP0003","Bulbs/ Lamps","01-1502-0101-009","Bulb WELCH ALLYN 04400","Welch Allyn","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","14"," [$200Sat, 24 Feb 1900 00:00:00 +0000] * #,##0.00 "," [$300Sat, 03 Mar 1900 06:00:00 +0000] * #,##0.00 ","Welch Allyn","Active","0","1"
"BP0003","Bulbs/ Lamps","01-1203-0301-001","Lamp For Mfi/Vdx","Udx-300","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","2"," [$900Tue, 11 Sep 1900 00:00:00 +0000] * #,##0.00 "," [$1000Fri, 19 Oct 1900 06:00:00 +0000] * #,##0.00 ","Welch Allyn","Active","0","0"
"BP0003","Bulbs/ Lamps","01-1505-0101-002","Bulb Halogen 22.8V 50W","Hanaulux","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","10"," [$300Mon, 05 Mar 1900 00:00:00 +0000] * #,##0.00 "," [$300Wed, 14 Mar 1900 18:00:00 +0000] * #,##0.00 ","Heraeus","Active","0","0"
"BP0003","Bulbs/ Lamps","01-1505-0101-004","BULB HANAULUX BLUE 22.8V 90W 130/90 NR.56053198 (HERAEUS)","Blue 130/90","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","81"," [$700Wed, 18 Jul 1900 00:00:00 +0000] * #,##0.00 "," [$800Fri, 17 Aug 1900 00:00:00 +0000] * #,##0.00 ","Hanaulux","Active","0","8"
"BP0003","Bulbs/ Lamps","01-1301-0603-001","BULB PHILIPS 409843 TYPE 6550 15V 150W 409843","Mel 61","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","10"," [$100Sat, 27 Jan 1900 00:00:00 +0000] * #,##0.00 "," [$100Wed, 31 Jan 1900 01:12:00 +0000] * #,##0.00 ","","Active","0","1"
"BP0014","Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes","01-1601-0503-010","Oxytip Interconnect/Universal","S/5 Ccm","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","23"," [$100Wed, 10 Jan 1900 00:00:00 +0000] * #,##0.00 "," [$100Thu, 11 Jan 1900 12:00:00 +0000] * #,##0.00 ","","Active","0","0"
"BP0001","Batteries/ UPS","01-0901-0304-008","Rechargeable Battery 8.4V 300Ah","C400 & 450","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","5"," [$1000Sat, 06 Oct 1900 00:00:00 +0000] * #,##0.00 "," [$1100Sat, 17 Nov 1900 00:00:00 +0000] * #,##0.00 ","","Active","0","0"
"BP0001","Batteries/ UPS","01-1603-1401-001","AIR SHIELD C100 Rechargeable Battery 6V 2.5Ah","S/5 Ccm","Unit","Just In Time","Centralized","","Biomedical","No","0","10"," [$300Tue, 20 Mar 1900 00:00:00 +0000] * #,##0.00 "," [$400Sun, 01 Apr 1900 00:00:00 +0000] * #,##0.00 ","","Active","0","5"
"BP0001","Batteries/ UPS","01-1603-1403-002","Battery 12V","Biox 3740","Unit","Just In Time","Centralized","","Biomedical","No","0","3"," [$1000Fri, 26 Oct 1900 00:00:00 +0000] * #,##0.00 "," [$1200Mon, 10 Dec 1900 00:00:00 +0000] * #,##0.00 ","","Active","0","0"
"BP0001","Batteries/ UPS","01-1601-0201-039","Rechargeable Battery 12V","90385","Unit","Just In Time","Centralized","","Biomedical","No","0","1"," [$400Sun, 29 Apr 1900 00:00:00 +0000] * #,##0.00 "," [$500Thu, 17 May 1900 00:00:00 +0000] * #,##0.00 ","","Active","0","0"
"BP0014","Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes","01-1907-0101-003","ESHMAN TAPERED CONNECTOR","Suc 84100","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","1"," [$100Sun, 07 Jan 1900 12:00:00 +0000] * #,##0.00 "," [$100Mon, 08 Jan 1900 15:07:12 +0000] * #,##0.00 ","","Active","0","7"
"BP0004","Cables/ Lead Wires (or any part of it)","01-1604-1401-001","300 Series 3 Lead Trunk Cable 3M/10'","S/5 Compact","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","5"," [$501Tue, 14 May 1901 00:00:00 +0000] * #,##0.00 "," [$701Sun, 28 Jul 1901 00:00:00 +0000] * #,##0.00 ","","Active","0","0"
"BP0004","Cables/ Lead Wires (or any part of it)","01-1601-0503-013","DATEX OHMEDA Spo2 Extension Cable (OXY-OL3)","S/5 Ccm","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","15"," [$500Tue, 29 May 1900 00:00:00 +0000] * #,##0.00 "," [$600Wed, 20 Jun 1900 12:00:00 +0000] * #,##0.00 ","","Active","0","3"
"BP0004","Cables/ Lead Wires (or any part of it)","01-1602-0503-003","ECG Trunk Cable","S/5 Ccm","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","4"," [$700Sun, 08 Jul 1900 00:00:00 +0000] * #,##0.00 "," [$800Sun, 05 Aug 1900 12:00:00 +0000] * #,##0.00 ","","Active","0","0"
"BP0004","Cables/ Lead Wires (or any part of it)","01-1601-0503-007","Oxytip Interconnect Cable","S/5 Ccm","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","20"," [$302Mon, 10 Mar 1902 00:00:00 +0000] * #,##0.00 "," [$702Tue, 08 Jul 1902 00:00:00 +0000] * #,##0.00 ","","Active","0","0"
"BP0004","Cables/ Lead Wires (or any part of it)","01-1603-0402-004","SPO2 Extension Cable","S/5","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","27"," [$500Mon, 14 May 1900 00:00:00 +0000] * #,##0.00 "," [$600Sun, 03 Jun 1900 06:00:00 +0000] * #,##0.00 ","","Active","0","0"
"BP0004","Cables/ Lead Wires (or any part of it)","01-1603-1405-002","EXTENSION CABLE TS-M3","Trusat","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","14"," [$1000Tue, 16 Oct 1900 00:00:00 +0000] * #,##0.00 "," [$1100Wed, 28 Nov 1900 12:00:00 +0000] * #,##0.00 ","","Active","0","0"
"BP0004","Cables/ Lead Wires (or any part of it)","01-1604-1401-003","EXTENSION CABLE TS-N3","S/5","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","10"," [$1200Mon, 17 Dec 1900 00:00:00 +0000] * #,##0.00 "," [$201Thu, 07 Feb 1901 19:12:00 +0000] * #,##0.00 ","","Active","0","2"
"BP0004","Cables/ Lead Wires (or any part of it)","01-1601-0201-004","NOVAMETRIX SPO2 CABLE ADAPTOR NOR","90385","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","11"," [$1200Tue, 25 Dec 1900 00:00:00 +0000] * #,##0.00 "," [$201Sun, 17 Feb 1901 00:00:00 +0000] * #,##0.00 ","","Active","0","5"
"BP0004","Cables/ Lead Wires (or any part of it)","01-1601-0201-009","3 Lead Wire Set","90385","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","15"," [$700Sun, 08 Jul 1900 00:00:00 +0000] * #,##0.00 "," [$800Sun, 05 Aug 1900 12:00:00 +0000] * #,##0.00 ","","Active","0","0"
"BP0004","Cables/ Lead Wires (or any part of it)","01-1601-0201-010","SPACELAB 3 Lead Ecg Trunk Cable","90385","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","11"," [$1200Mon, 10 Dec 1900 00:00:00 +0000] * #,##0.00 "," [$101Wed, 30 Jan 1901 18:00:00 +0000] * #,##0.00 ","","Active","0","3"
"BP0004","Cables/ Lead Wires (or any part of it)","01-1601-0201-012","3 Lead Ecg Shilded Patient Cable For Pcms Only","90385","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","15"," [$300Fri, 30 Mar 1900 00:00:00 +0000] * #,##0.00 "," [$400Thu, 12 Apr 1900 12:00:00 +0000] * #,##0.00 ","","Active","0","0"
"BP0004","Cables/ Lead Wires (or any part of it)","01-1601-0201-013","5 Lead Ecg Shilded Patient Cable For 90600/90700","90385","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","3"," [$1000Fri, 26 Oct 1900 00:00:00 +0000] * #,##0.00 "," [$1200Mon, 10 Dec 1900 00:00:00 +0000] * #,##0.00 ","","Active","0","0"
"BP0004","Cables/ Lead Wires (or any part of it)","01-1601-0501-003","Ecg Cable","As/3","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","5"," [$1000Fri, 26 Oct 1900 00:00:00 +0000] * #,##0.00 "," [$1200Mon, 10 Dec 1900 00:00:00 +0000] * #,##0.00 ","","Active","0","0"
"BP0004","Cables/ Lead Wires (or any part of it)","01-1603-0401-027","SPO2 Extension Cable","S/5","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","10"," [$600Thu, 28 Jun 1900 00:00:00 +0000] * #,##0.00 "," [$700Wed, 25 Jul 1900 00:00:00 +0000] * #,##0.00 ","","Active","0","0"
"BP0025","Sensors/ Detectors","01-2202-0000-003","Oxygen Sensor C-1","7200","Unit","Fast Moving Item","Company Site Office","","Biomedical","Yes","1","10"," [$500Thu, 24 May 1900 00:00:00 +0000] * #,##0.00 "," [$600Thu, 14 Jun 1900 18:00:00 +0000] * #,##0.00 ","","Active","6","0"
"BP0025","Sensors/ Detectors","01-2202-0101-005","Flow Sensor Q2 W/Eprom","7200","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","10"," [$410Thu, 07 Apr 1910 00:00:00 +0000] * #,##0.00 "," [$1011Sat, 21 Oct 1911 12:00:00 +0000] * #,##0.00 ","","Active","0","1"
"BP0025","Sensors/ Detectors","01-2202-0101-006","Exhalation Sensor (Q3/T3)","7200","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","2"," [$409Thu, 22 Apr 1909 00:00:00 +0000] * #,##0.00 "," [$910Wed, 14 Sep 1910 00:00:00 +0000] * #,##0.00 ","","Active","0","0"
"BP0025","Sensors/ Detectors","01-2202-1501-002","DATEX OHMEDA FLOW SENSOR 1503-3856-000 (PENDEK)","Aestiva 5","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","15"," [$101Tue, 22 Jan 1901 00:00:00 +0000] * #,##0.00 "," [$301Thu, 21 Mar 1901 04:48:00 +0000] * #,##0.00 ","","Active","0","7"
"BP0025","Sensors/ Detectors","01-1601-0503-001","Skin Temperature Probe","S/5 Ccm","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","15"," [$1100Fri, 16 Nov 1900 00:00:00 +0000] * #,##0.00 "," [$101Thu, 03 Jan 1901 03:36:00 +0000] * #,##0.00 ","","Active","0","0"
"BP0025","Sensors/ Detectors","01-1601-0503-004","Oxytip Finger Sensor","S/5 Ccm","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","22"," [$1100Sat, 10 Nov 1900 00:00:00 +0000] * #,##0.00 "," [$1200Thu, 27 Dec 1900 06:00:00 +0000] * #,##0.00 ","","Active","0","0"
"BP0025","Sensors/ Detectors","01-1601-0503-011","Spo2 Finger Sensor","S/5 Ccm","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","10"," [$1001Sun, 06 Oct 1901 00:00:00 +0000] * #,##0.00 "," [$102Fri, 10 Jan 1902 18:00:00 +0000] * #,##0.00 ","","Active","0","0"
"BP0022","Power Supply Unit (PCB or Module)/ Transfomer","01-0901-0302-020","Retrokit Power","C100","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","1"," [$601Mon, 03 Jun 1901 00:00:00 +0000] * #,##0.00 "," [$801Tue, 20 Aug 1901 00:00:00 +0000] * #,##0.00 ","","Active","0","0"
"BP0022","Power Supply Unit (PCB or Module)/ Transfomer","01-0803-0103-002","Power PCB Assembly","900mr","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","5"," [$603Sat, 20 Jun 1903 00:00:00 +0000] * #,##0.00 "," [$1203Sun, 27 Dec 1903 01:12:00 +0000] * #,##0.00 ","","Active","0","0"
"BP0025","Sensors/ Detectors","01-1603-1402-002","Spo2 Reusable Finger Sensor Oxy-F4-H","3800","Unit","Just In Time","Centralized","","Biomedical","No","0","1"," [$603Wed, 03 Jun 1903 00:00:00 +0000] * #,##0.00 "," [$1203Mon, 07 Dec 1903 12:00:00 +0000] * #,##0.00 ","","Active","0","0"
"BP0023","PPM/ Service/Maintenance/ Repair Kits","01-1601-0502-008","PM KIT As/5","S/5","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","18"," [$902Fri, 26 Sep 1902 00:00:00 +0000] * #,##0.00 "," [$203Mon, 23 Feb 1903 00:00:00 +0000] * #,##0.00 ","","Active","0","0"
"BP0024","Printed Circuit Boards (PCB; Other than Power Supply)","01-0901-0302-021","Display Board Pcb","C100","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","1"," [$902Fri, 26 Sep 1902 00:00:00 +0000] * #,##0.00 "," [$203Mon, 23 Feb 1903 00:00:00 +0000] * #,##0.00 ","","Active","0","0"
"BP0024","Printed Circuit Boards (PCB; Other than Power Supply)","01-0803-0103-001","Control PCB Assembly","900mr066","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","5"," [$603Sat, 20 Jun 1903 00:00:00 +0000] * #,##0.00 "," [$1203Sun, 27 Dec 1903 01:12:00 +0000] * #,##0.00 ","","Active","0","0"
"BP0018","Motors/ Micromotors/ Carbon brushes","01-0901-0306-001","Fan Motor","Ti-100","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","3"," [$1204Sun, 04 Dec 1904 00:00:00 +0000] * #,##0.00 "," [$805Thu, 31 Aug 1905 00:00:00 +0000] * #,##0.00 ","","Active","0","0"
"BP0025","Sensors/ Detectors","01-1601-0201-003","NOVAMETRIX SPO2 PROBE FINGER ADULT","90385","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","11"," [$802Thu, 07 Aug 1902 00:00:00 +0000] * #,##0.00 "," [$1202Sat, 27 Dec 1902 12:00:00 +0000] * #,##0.00 ","","Active","0","0"
"BP0011","Equipment Specific Parts","01-1907-0101-001","Suction Jar Shatterproof Plastic","Suc 84100","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","1"," [$903Fri, 11 Sep 1903 00:00:00 +0000] * #,##0.00 "," [$304Thu, 31 Mar 1904 12:00:00 +0000] * #,##0.00 ","","Active","0","0"
"BP0011","Equipment Specific Parts","01-1907-0102-006","CLEMENT Sp BLUE Inlet Nipple","82620","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","30"," [$200Sun, 04 Feb 1900 00:00:00 +0000] * #,##0.00 "," [$200Fri, 09 Feb 1900 06:00:00 +0000] * #,##0.00 ","","Active","0","3"
"BP0028","Transducers/ Probes","01-1601-0201-041","Bd'S Pressure Tranducer P23Xl-1","90385","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","5"," [$410Thu, 07 Apr 1910 00:00:00 +0000] * #,##0.00 "," [$1011Sat, 21 Oct 1911 12:00:00 +0000] * #,##0.00 ","","Active","0","0"
"BP0028","Transducers/ Probes","01-1601-0201-033","ARGON (BD) Pressure Transducer P23xl","90385","Unit","Just In Time","Centralized","","Biomedical","No","0","7"," [$204Mon, 08 Feb 1904 00:00:00 +0000] * #,##0.00 "," [$904Tue, 20 Sep 1904 00:00:00 +0000] * #,##0.00 ","","Active","0","1"
"BP0005","Casing/ Covers/ Brackets/ Latches/ Part Holders","01-1907-0101-002","ESHMAN SPARE LID FOR RECEIVED JAR","Suc 84100","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","1"," [$401Wed, 24 Apr 1901 00:00:00 +0000] * #,##0.00 "," [$701Fri, 05 Jul 1901 00:00:00 +0000] * #,##0.00 ","","Active","0","0"
"BP0025","Sensors/ Detectors","01-0901-0101-001","DYNAL Skin Temp Probe","V850","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","10"," [$1000Fri, 26 Oct 1900 00:00:00 +0000] * #,##0.00 "," [$1200Mon, 10 Dec 1900 00:00:00 +0000] * #,##0.00 ","ATOM","Active","0","0"
"BP0025","Sensors/ Detectors","01-1601-1301-006","PHILIPS SPO2 FINGER SENSOR CHILE M1193A","V24","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","10"," [$1001Fri, 11 Oct 1901 00:00:00 +0000] * #,##0.00 "," [$102Thu, 16 Jan 1902 12:00:00 +0000] * #,##0.00 ","AGILENT","Active","0","2"
"BP0004","Cables/ Lead Wires (or any part of it)","01-1601-1301-003","8-12 Pin Spo2 Sensor Adaptor Cable","V24","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","10"," [$900Thu, 06 Sep 1900 00:00:00 +0000] * #,##0.00 "," [$1000Sat, 13 Oct 1900 12:00:00 +0000] * #,##0.00 ","AGILENT","Active","0","0"
"BP0004","Cables/ Lead Wires (or any part of it)","01-1601-1301-004","3-Lead Ecg Patient Trunk Cable Aam","V24","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","3"," [$101Thu, 24 Jan 1901 00:00:00 +0000] * #,##0.00 "," [$301Sat, 23 Mar 1901 12:00:00 +0000] * #,##0.00 ","AGILENT","Active","0","0"
"BP0004","Cables/ Lead Wires (or any part of it)","01-1601-1301-005","PHILIPS 3 LEAD ECG MINI CLIP M1608","V24","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","3"," [$700Thu, 26 Jul 1900 00:00:00 +0000] * #,##0.00 "," [$800Sun, 26 Aug 1900 04:48:00 +0000] * #,##0.00 ","AGILENT","Active","0","1"
"BP0006","Cuffs","01-2002-0101-001","Cuff Cylindrical 18 Ats","Ats 1500/2000","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","10"," [$401Thu, 04 Apr 1901 00:00:00 +0000] * #,##0.00 "," [$601Wed, 12 Jun 1901 00:00:00 +0000] * #,##0.00 ","Zimmer","Active","0","2"
"BP0006","Cuffs","01-2002-0101-006","Cuff Cylindrical 30 Ats","Ats 1500/2000","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","10"," [$401Thu, 04 Apr 1901 00:00:00 +0000] * #,##0.00 "," [$601Wed, 12 Jun 1901 00:00:00 +0000] * #,##0.00 ","Zimmer","Active","0","3"
"BP0023","PPM/ Service/Maintenance/ Repair Kits","01-2202-0302-015","Maintenance Kit 3000H","Sv300","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","7"," [$303Sun, 08 Mar 1903 00:00:00 +0000] * #,##0.00 "," [$803Sat, 29 Aug 1903 10:48:00 +0000] * #,##0.00 ","SIEMENS","Active","0","0"
"BP0023","PPM/ Service/Maintenance/ Repair Kits","01-2202-0303-007","Maintenance Kit 5000H","Sv300","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","7"," [$902Tue, 16 Sep 1902 00:00:00 +0000] * #,##0.00 "," [$203Wed, 11 Feb 1903 12:00:00 +0000] * #,##0.00 ","SIEMENS","Active","0","0"
"BP0024","Printed Circuit Boards (PCB; Other than Power Supply)","01-2202-0302-019","Air Module","Sv300","Unit","Just In Time","Centralized","","Biomedical","No","0","2"," [$928Sat, 29 Sep 1928 00:00:00 +0000] * #,##0.00 "," [$133Sat, 21 Jan 1933 00:00:00 +0000] * #,##0.00 ","SIEMENS","Active","0","0"
"BP0014","Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes","01-2202-0401-007","CONNECTOR SPRILOG SENSOR","Evita","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","10"," [$400Fri, 13 Apr 1900 09:07:12 +0000] * #,##0.00 "," [$400Sun, 29 Apr 1900 00:57:36 +0000] * #,##0.00 ","Draeger","Active","0","13"
"BP0006","Cuffs","01-0203-0102-001","Adult Cuff","9300xl","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","10"," [$300Mon, 19 Mar 1900 00:00:00 +0000] * #,##0.00 "," [$300Fri, 30 Mar 1900 20:24:00 +0000] * #,##0.00 ","CRITIKON","Active","0","0"
"BP0006","Cuffs","01-0203-0103-001","Small Adult Cuff","1846sx/Bp8800","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","10"," [$600Thu, 14 Jun 1900 21:36:00 +0000] * #,##0.00 "," [$700Mon, 09 Jul 1900 22:33:36 +0000] * #,##0.00 ","CRITIKON","Active","0","0"
"BP0006","Cuffs","01-0203-0103-002","Child Cuff","1846sx","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","10"," [$200Fri, 23 Feb 1900 00:00:00 +0000] * #,##0.00 "," [$300Fri, 02 Mar 1900 02:24:00 +0000] * #,##0.00 ","CRITIKON","Active","0","3"
"BP0019","O-Rings/ Belts/ Seals/ Gaskets/ Washers","01-2202-0801-007","O-Ring","Ref-Vent 100-V","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","10"," [$100Thu, 11 Jan 1900 00:00:00 +0000] * #,##0.00 "," [$100Fri, 12 Jan 1900 15:36:00 +0000] * #,##0.00 ","Ulco","Active","0","2"
"BP0019","O-Rings/ Belts/ Seals/ Gaskets/ Washers","01-0101-0101-013","Seal/Bodok","Elite 615","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","10","210"," [$100Mon, 08 Jan 1900 00:00:00 +0000] * #,##0.00 "," [$100Tue, 09 Jan 1900 04:48:00 +0000] * #,##0.00 ","Ulco","Active","0","2"
"BP0011","Equipment Specific Parts","01-0101-0101-036","MK4 STAINLESS STELL MEDICAL AIR","Elite 615","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","40"," [$300Mon, 05 Mar 1900 00:00:00 +0000] * #,##0.00 "," [$300Wed, 14 Mar 1900 18:00:00 +0000] * #,##0.00 ","Ulco","Active","0","23"
"BP0011","Equipment Specific Parts","01-0104-0101-005","Silencer","Ev500","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","3"," [$100Tue, 02 Jan 1900 09:36:00 +0000] * #,##0.00 "," [$100Tue, 02 Jan 1900 18:14:24 +0000] * #,##0.00 ","Ulco","Active","0","0"
"BP0011","Equipment Specific Parts","01-0101-0101-032","1/2 Clip","Elite 615","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","50"," [$100Mon, 01 Jan 1900 02:24:00 +0000] * #,##0.00 "," [$100Mon, 01 Jan 1900 06:28:48 +0000] * #,##0.00 ","Ulco","Active","0","0"
"BP0011","Equipment Specific Parts","01-0101-0101-033","9/16 Clip","Elite 615","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","50"," [$100Mon, 01 Jan 1900 07:12:00 +0000] * #,##0.00 "," [$100Mon, 01 Jan 1900 12:00:00 +0000] * #,##0.00 ","Ulco","Active","0","0"
"BP0005","Casing/ Covers/ Brackets/ Latches/ Part Holders","01-0203-0301-007","COLIN BP 8800 Front Case","Bp8800","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","2"," [$102Thu, 02 Jan 1902 00:00:00 +0000] * #,##0.00 "," [$402Mon, 21 Apr 1902 22:48:00 +0000] * #,##0.00 ","Colin","Active","0","1"
"BP0011","Equipment Specific Parts","01-0203-0302-005","COLIN Luer Lock Fitting","Bp8000","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","32"," [$200Wed, 28 Feb 1900 16:48:00 +0000] * #,##0.00 "," [$300Thu, 08 Mar 1900 15:50:24 +0000] * #,##0.00 ","Colin","Active","0","14"
"BP0006","Cuffs","01-1903-0101-003","Cuff Complete Adult","Accoson","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","10","200"," [$100Fri, 12 Jan 1900 12:00:00 +0000] * #,##0.00 "," [$100Sun, 14 Jan 1900 09:07:12 +0000] * #,##0.00 ","ACCOSON","Active","0","0"
"BP0006","Cuffs","01-1903-0101-005","Cuff Complete Pead ACCOSON","Accoson","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","10"," [$100Wed, 10 Jan 1900 00:00:00 +0000] * #,##0.00 "," [$100Thu, 11 Jan 1900 12:00:00 +0000] * #,##0.00 ","ACCOSON","Active","0","3"
"BP0006","Cuffs","01-1903-0101-019","Bp Cuff Bandage Adult Acoson","Accoson","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","20"," [$100Wed, 10 Jan 1900 00:00:00 +0000] * #,##0.00 "," [$100Thu, 11 Jan 1900 12:00:00 +0000] * #,##0.00 ","ACCOSON","Active","0","0"
"BP0024","Printed Circuit Boards (PCB; Other than Power Supply)","01-1909-0305-001","E Module","Perfusor Compact S","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","1"," [$802Thu, 07 Aug 1902 00:00:00 +0000] * #,##0.00 "," [$1202Sat, 27 Dec 1902 12:00:00 +0000] * #,##0.00 ","B.BRAUN","Active","0","0"
"BP0024","Printed Circuit Boards (PCB; Other than Power Supply)","01-0903-0105-001","N MODULE (220-240V) B BRAUN 34506683","Perfusor Compact","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","5"," [$201Sun, 03 Feb 1901 00:00:00 +0000] * #,##0.00 "," [$401Thu, 04 Apr 1901 00:00:00 +0000] * #,##0.00 ","B.BRAUN","Active","0","2"
"BP0015","Keyboards/ Keypads/ Remotes","01-0903-0104-006","Foil Keyboard BBRAUN","Infusomat Fm","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","10"," [$700Wed, 18 Jul 1900 00:00:00 +0000] * #,##0.00 "," [$800Fri, 17 Aug 1900 00:00:00 +0000] * #,##0.00 ","B.BRAUN","Active","0","1"
"BP0001","Batteries/ UPS","01-0901-0105-001","RECHARGEABLE BATTERY ATOM 12V","V-850/80","Unit","Just In Time","Centralized","","Biomedical","No","0","10"," [$401Fri, 19 Apr 1901 00:00:00 +0000] * #,##0.00 "," [$601Sat, 29 Jun 1901 06:00:00 +0000] * #,##0.00 ","Atom","Active","0","0"
"BP0003","Bulbs/ Lamps","01-1602-0101-002","MEDELA LAMP BODY MADELA","Medela","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","10"," [$204Wed, 03 Feb 1904 00:00:00 +0000] * #,##0.00 "," [$904Wed, 14 Sep 1904 06:00:00 +0000] * #,##0.00 ","MEDELA","Active","0","3"
"BP0003","Bulbs/ Lamps","01-1602-0101-004","MEDELA Lamp Grid MADELA","38","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","10"," [$1101Fri, 15 Nov 1901 00:00:00 +0000] * #,##0.00 "," [$202Tue, 25 Feb 1902 18:00:00 +0000] * #,##0.00 ","MEDELA","Active","0","6"
"BP0003","Bulbs/ Lamps","01-1602-0201-002","PHOTHOTHERAPY LAMP PHOTOTHERAPY TL20/52","Atom/Philips","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","10","200"," [$100Sun, 21 Jan 1900 00:00:00 +0000] * #,##0.00 "," [$100Wed, 24 Jan 1900 03:36:00 +0000] * #,##0.00 ","ATOM/philips","Active","0","54"
"BP0003","Bulbs/ Lamps","01-1602-0201-003","PHOTOTHERAPY LAMP TLD 30/03","Atom/Philips","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","10"," [$100Fri, 26 Jan 1900 00:00:00 +0000] * #,##0.00 "," [$100Mon, 29 Jan 1900 21:36:00 +0000] * #,##0.00 ","ATOM/philips","Active","0","250"
